ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,MeanValue,TransactionNo,SafetyStock,LeadTime,ROP,Rating,Bio,Restock
French Garden Sign Blue Metal,794,5,7.24,6.667,5.5,7.6,3.867,7.5,8.364,6.133,6.333,5.4,7.4,3.444,4.714,3.833,5.90423076923077,10.385,6.0,1.14,12.730823076923077,5.0,0,1
Set 8 Candles Vintage Doily,1187,262,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.684,12.032,9.679,6.686,1.833,3.531846153846154,23.8,4.0,0.0,4.0,5.0,0,0
Small Zinc/Glass Candleholder,53,2,7.24,0.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,3.0,0.0,0.0,4.5,2.0,3.0384615384615383,1.6,4.0,2.88,12.75076923076923,4.729016299892109,0,0
Small Apothecary Measuring Jar,81,950,6.04,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.4,3.4,2.4,3.75,1.25,1.0,1.553846153846154,4.0,2.0,2.1,5.263076923076923,4.256954440254899,0,0
Large Parlour Picture Frame,113,45,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.765,2.429,0.7841538461538462,10.667,1.0,1.11,1.8704107692307688,4.174597549255076,0,0
Snack Tray Red Gingham,60,1089,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.556,0.6427692307692308,7.0,1.0,1.35,1.8677384615384611,3.1796984527385272,0,0
Green Birdhouse Decoration,440,28,7.66,7.0,6.333,4.857,5.0,6.222,2.667,4.0,8.667,1.0,10.0,7.5,4.25,20.0,6.730461538461539,4.615,7.0,1.62,17.90334769230769,2.9385810082485992,0,0
Rex Cash+Carry Jumbo Shopper,1939,723,6.19,2.02,2.312,1.571,2.217,2.0,2.975,2.207,1.571,2.324,2.24,1.848,1.929,1.864,2.0829230769230773,74.385,3.0,2.58,8.37394153846154,4.707341021892875,1,0
Doormat Spotty Home Sweet Home,1757,428,6.19,3.326,3.667,2.233,3.4,2.737,2.913,3.32,3.276,4.105,7.458,2.439,3.659,2.6,3.471769230769231,37.615,4.0,0.75,6.603826923076923,3.2653212895167454,0,0
Home Sweet Home Hook,328,948,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,5.429,7.0,10.0,2.129153846153846,12.0,3.0,1.98,7.215724615384615,4.411457753867236,0,0
Wrap Gingham Rose,4105,40,6.19,25.0,25.0,25.0,26.923,23.25,25.0,26.389,26.786,23.4,25.0,25.0,44.444,33.333,27.27115384615385,12.0,28.0,2.19,87.72382692307693,5.0,0,1
Wrap Pink Fairy Cakes,5800,489,6.19,25.0,26.923,25.0,31.522,48.438,35.526,25.0,43.75,25.0,27.941,75.0,29.688,25.0,34.137538461538455,12.846,35.0,0.99,68.79616307692308,3.534546066969104,0,0
Spaceboy Gift Wrap,6577,599,6.19,25.0,25.0,31.818,32.143,23.231,25.0,30.263,38.235,27.5,27.5,44.565,33.654,25.0,29.91607692307692,16.308,30.0,2.88,116.15830153846152,5.0,0,0
Greeting Card Overcrowded Pool,270,35,6.19,3.0,2.294,0.0,1.0,6.5,12.0,10.667,4.25,0.0,6.5,9.25,1.0,12.0,5.266230769230769,4.818,6.0,1.38,13.26739846153846,3.209304879055901,0,0
Blue Polkadot Wrap,6952,311,6.19,41.667,26.786,25.0,48.333,25.0,33.444,31.25,28.261,29.167,34.783,25.0,42.708,25.0,32.030692307692306,16.923,33.0,2.34,107.95181999999998,5.0,0,0
Queens Guard Coffee Mug,2431,21,6.19,9.917,7.323,11.214,5.667,8.792,21.789,10.053,8.25,10.071,8.909,3.938,5.923,4.222,8.928307692307692,21.462,9.0,2.64,32.5707323076923,4.624756181132362,1,1
Landmark Frame London Bridge,418,223,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.957,1.615,1.5,1.467076923076923,18.333,2.0,1.41,4.068578461538461,5.0,1,0
Landmark Frame Camden Town,569,80,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,1.814,17.5,2.985692307692308,23.0,3.0,2.1,9.269953846153848,3.0838023886403105,0,0
Landmark Frame Baker Street,350,32,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.846,1.375,1.667,2.145230769230769,10.667,3.0,2.82,9.049550769230768,5.0,0,0
Pink Baby Bunting,2190,996,6.19,1.375,7.76,11.824,5.705,10.0,6.114,4.242,6.593,4.391,9.129,5.034,2.923,2.6,5.976153846153846,27.0,6.0,1.62,15.68136923076923,4.021224916217094,0,0
Wash Bag Vintage Rose Paisley,290,34,6.19,4.571,2.667,3.4,5.462,5.6,1.6,3.375,1.4,2.2,2.857,1.714,1.333,3.0,3.0137692307692308,6.692,4.0,0.72,6.169913846153846,4.876647939299282,0,0
Romantic Images Gift Wrap Set,790,41,6.19,27.0,3.5,12.8,6.0,0.0,0.0,4.222,7.278,6.455,8.609,3.172,3.5,3.6,6.625846153846153,12.364,7.0,0.96,13.360812307692306,5.0,0,0
Romantic Images Notebook Set,414,7,6.19,2.5,24.0,7.75,0.0,12.5,12.5,9.667,6.75,12.5,24.0,24.5,10.4,13.0,12.312846153846154,2.75,13.0,1.23,28.14480076923077,3.5953379325047843,0,0
Blossom Images Notebook Set,512,44,6.19,0.0,6.0,0.0,24.0,24.0,8.667,9.333,6.75,24.0,12.833,28.167,13.5,2.0,12.25,3.273,13.0,2.31,41.2975,5.0,0,0
Triple Photo Frame Cornice,774,998,6.19,2.0,2.767,2.731,2.947,2.571,2.929,3.316,3.167,2.087,10.6,2.312,3.571,2.778,3.3673846153846148,18.077,4.0,0.75,6.525538461538461,3.4285303547785078,0,0
Home Sweet Home Metal Sign,1768,218,6.19,4.269,4.476,5.867,6.483,6.308,11.692,13.455,6.071,4.767,3.238,5.214,3.069,5.417,6.178923076923078,22.077,7.0,0.63,10.89272153846154,5.0,0,0
Origami Lavender Incense/Candl Set,421,379,6.19,14.667,2.5,1.0,2.111,1.333,1.0,6.0,2.25,1.2,2.75,5.917,7.833,2.222,3.9063846153846153,6.615,4.0,1.38,9.390810769230768,3.4398192687712665,1,0
Feltcraft Boy Jean-Paul Kit,453,766,6.19,0.0,0.0,0.0,4.435,3.294,3.615,2.0,2.455,3.462,2.3,3.722,2.478,2.444,2.3234615384615385,14.4,3.0,0.8999999999999999,5.091115384615384,4.23850698249576,0,0
Silver Jewelled Mirror Trinket Tray,95,4,6.19,4.0,1.688,1.5,1.0,1.5,2.0,1.0,1.0,0.0,1.0,1.167,1.667,6.4,1.840153846153846,3.75,2.0,0.18,2.331227692307692,4.506120701011961,0,0
16 Piece Cutlery Set Pantry Design,258,776,6.19,0.0,0.0,0.0,0.0,1.0,6.667,4.5,2.667,2.25,6.4,1.8,2.333,1.5,2.239769230769231,8.0,3.0,1.41,6.158074615384615,4.984299769722616,0,0
Bread Bin Diner Style Ivory,905,495,6.19,2.444,2.097,2.167,0.0,1.0,2.508,2.298,2.735,2.394,2.875,2.053,1.863,1.357,1.983923076923077,33.917,2.0,1.08,4.142636923076923,5.0,0,0
Moroccan Beaten Metal Dish,15,85,6.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.5,5.0,1.5,1.0,1.4,1.0,1.53,2.53,3.748031010385511,0,0
Black Sil't Squ Candle Plate,16,13,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.2307692307692308,1.0,2.0,0.21,2.2584615384615385,5.0,0,0
Black Silouette Candle Plate,137,867,7.24,8.0,12.0,5.333,0.0,2.5,3.0,3.5,5.0,12.0,24.0,9.0,6.5,3.0,7.217923076923077,1.667,8.0,1.83,21.20879923076923,5.0,0,0
Heart Filigree Dove Large,2807,931,7.24,11.848,8.3,10.167,5.0,10.042,17.0,8.0,9.733,9.0,13.75,7.792,19.824,6.0,10.496615384615383,20.077,11.0,1.05,22.021446153846156,4.365733360864917,0,0
Wooden Owls Light Garland,1540,38,7.24,29.941,15.5,10.286,6.812,15.25,9.571,13.6,12.167,4.182,7.5,5.762,4.071,3.167,10.600692307692308,12.308,11.0,1.14,23.084789230769232,3.649867249879709,0,0
Light Garland Butterfiles Pink,1346,9,7.24,43.8,3.0,11.278,6.733,12.2,16.571,9.5,9.4,3.2,6.353,3.429,4.0,3.5,10.228,10.923,11.0,1.68,28.18304,2.469966260564709,1,1
Jigsaw Tree With Birdhouse,1000,451,6.19,8.667,3.667,10.538,8.308,7.3,6.5,8.833,4.758,12.6,4.5,6.385,3.524,5.8,7.029230769230769,12.154,8.0,0.8099999999999999,13.693676923076922,5.0,0,0
Bunny Wooden Painted With Bird,1001,582,6.19,1.0,7.733,12.294,6.5,3.808,0.0,10.5,4.042,1.5,10.0,12.333,4.125,7.25,6.237307692307693,12.417,7.0,0.63,10.929503846153846,3.9555556700756367,0,0
Magic Sheep Wool Growing From Paper,1265,10,6.19,18.6,10.048,7.0,8.667,12.0,12.0,2.0,27.2,15.0,17.111,9.333,10.722,9.538,12.247615384615386,9.0,13.0,0.54,19.61371230769231,3.1986415007694493,0,1
Botanical Gardens Wall Clock,262,32,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.481,1.579,1.25,0.7161538461538461,32.0,1.0,2.64,2.890646153846154,2.8416699157902374,0,0
Set Of 12 T-Lights Vintage Doily,993,962,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.059,17.059,11.444,10.087,5.2,4.449923076923077,16.0,5.0,1.71,12.609368461538462,3.196785809609959,0,0
Bath Building Block Word,823,671,6.19,2.484,2.853,3.304,4.792,3.556,2.618,3.04,2.056,2.308,2.235,2.786,2.172,4.8,3.0003076923076915,21.923,4.0,2.13,10.390655384615382,5.0,0,0
Fairy Cake Birthday Candle Set,440,5,6.19,3.571,3.364,3.167,6.273,3.556,4.571,3.909,4.091,4.0,3.286,7.364,10.2,4.0,4.719384615384616,8.0,5.0,2.1,14.910707692307694,5.0,0,1
Red Shark Helicopter,52,980,6.19,1.692,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.5,0.0,1.0,1.143,2.5,0.9103846153846156,4.5,1.0,2.94,3.67653076923077,4.8521218714555365,0,0
Tool Box Soft Toy,180,887,6.19,2.059,2.909,2.2,1.833,1.5,2.667,1.4,1.167,1.125,1.0,1.2,1.556,1.0,1.6627692307692308,8.308,2.0,0.39,2.64848,4.332337827353364,0,0
Doormat Multicolour Stripe,1492,49,6.19,4.621,2.533,1.375,4.615,2.85,9.2,31.6,4.071,4.75,54.875,6.333,1.278,3.0,10.084692307692308,15.692,11.0,2.01,31.270231538461537,2.9544794104986645,0,0
Vintage Red Trim Enamel Bowl,1179,125,6.19,0.0,0.0,0.0,0.0,0.0,0.0,7.706,9.645,9.444,10.375,15.125,10.714,19.0,6.308384615384616,16.857,7.0,0.18,8.13550923076923,3.470059054097953,0,0
Vintage Red Enamel Trim Jug,607,765,6.19,0.0,0.0,0.0,0.0,0.0,0.0,5.182,5.231,4.056,5.318,2.783,3.174,2.0,2.134153846153846,21.143,3.0,2.4,8.121969230769231,3.0933805893187247,0,0
Doormat Welcome Sunrise,372,138,6.04,1.25,0.0,2.333,2.667,1.667,2.556,1.5,1.538,2.083,12.636,1.75,3.182,1.833,2.691923076923077,10.25,3.0,0.93,5.503488461538462,4.772821005526265,0,0
"Letter ""A"" Bling Key Ring",130,732,6.04,2.2,2.0,1.0,3.0,1.0,1.667,1.833,3.167,1.0,1.5,1.25,3.2,8.333,2.396153846153846,4.308,3.0,2.22,8.319461538461539,3.136687521138296,0,0
"Letter ""C"" Bling Key Ring",91,34,6.04,2.0,2.0,1.0,1.0,0.0,1.0,1.333,4.6,1.0,1.0,1.0,6.0,5.4,2.102538461538461,2.75,3.0,1.68,6.532264615384614,3.485753888946408,0,0
"Letter ""D"" Bling Key Ring",68,849,6.04,1.0,1.2,1.75,1.0,1.0,1.0,1.0,2.25,1.0,1.0,1.0,6.0,12.0,2.4,2.462,3.0,0.09,3.216,4.016512757001493,0,0
"Letter ""E"" Bling Key Ring",72,7,6.04,1.571,2.5,1.0,1.0,0.0,0.0,1.4,2.25,1.0,1.333,1.0,6.0,8.333,2.106692307692308,2.727,3.0,1.74,6.665644615384616,2.530199846903653,0,0
"Letter ""K"" Bling Key Ring",78,26,6.04,1.2,1.364,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,6.5,2.1587692307692308,2.923,3.0,2.13,7.598178461538461,4.246771430840846,0,0
"Letter ""L"" Bling Key Ring",94,83,6.04,1.2,2.0,1.0,1.25,1.0,0.0,1.25,4.667,2.0,1.5,1.2,0.0,18.0,2.6974615384615386,3.364,3.0,0.24,3.6473907692307694,4.092847118964464,0,0
"Letter ""P"" Bling Key Ring",39,16,6.04,1.333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.333,1.358923076923077,1.6,2.0,0.69,2.937656923076923,5.0,0,0
"Letter ""S"" Bling Key Ring",94,60,6.04,1.125,2.0,2.5,1.75,1.0,4.0,1.0,2.0,0.0,1.286,1.0,12.0,8.333,2.9226153846153844,3.417,3.0,2.43,10.101955384615383,3.380134454966248,0,0
Red Spot Paper Gift Bag,2456,450,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.475,17.5,14.469,20.625,6.928384615384616,26.8,7.0,1.98,20.71820153846154,2.900804481687665,0,0
Egg Frying Pan Mint,180,707,6.04,0.0,0.0,0.0,0.0,0.0,0.0,1.333,2.833,3.167,2.25,3.0,2.81,2.2,1.3533076923076923,9.857,2.0,1.17,3.58337,3.825940350408716,0,0
Heart Shape Wireless Doorbell,447,27,6.19,2.444,1.25,10.8,51.75,2.0,5.5,2.667,5.5,48.0,0.0,1.111,1.615,2.0,10.356692307692308,4.833,11.0,1.35,24.98153461538461,3.101908706563984,0,0
Large Antique White Photo Frame,525,637,6.19,0.0,0.0,0.0,0.0,0.0,3.1,2.348,2.667,2.8,9.217,1.846,2.542,4.4,2.224615384615384,18.125,3.0,1.35,6.003230769230768,4.239154591813125,0,0
Photo Frame 3 Classic Hanging,584,65,6.19,2.118,2.458,2.722,2.24,2.455,3.333,1.708,3.4,2.375,2.905,1.792,2.875,2.0,2.490846153846154,19.769,3.0,0.09,3.224176153846154,2.340065138173394,0,0
Baking Mould Rose White Chocolate,279,46,6.19,4.0,12.714,17.2,12.571,1.0,2.333,5.4,2.0,1.0,6.0,1.833,1.167,2.0,5.324461538461538,4.077,6.0,0.57,9.034943076923076,3.5946545966227186,0,0
Baking Mould Toffee Cup Chocolate,884,35,6.19,12.375,26.111,16.222,25.833,1.0,19.0,6.0,1.0,4.833,4.0,2.4,1.4,5.333,9.654384615384616,5.692,10.0,1.56,25.06084,3.2716283301777804,0,0
Baking Mould Heart White Chocolate,815,861,6.04,9.231,8.2,10.6,4.154,2.667,2.875,5.5,2.5,3.333,4.333,2.875,1.462,5.0,4.825384615384616,10.154,5.0,0.75,8.619038461538462,4.767757077086069,0,0
Metal Sign Take It Or Leave It,3777,20,7.24,3.444,4.147,3.75,3.483,4.333,4.0,5.423,16.0,5.719,7.632,5.233,3.818,111.615,13.738230769230768,32.462,14.0,0.3,18.12146923076923,3.389435290374635,0,0
Retrospot Babushka Doorstop,252,39,6.19,5.111,10.0,2.333,0.0,0.0,0.0,2.5,1.0,1.5,0.0,1.0,3.143,2.143,2.2100000000000004,6.111,3.0,0.42,3.9282,2.463904241401501,0,0
Gingham Babushka Doorstop,211,26,6.19,4.833,13.125,1.667,0.0,0.0,4.0,1.0,5.0,0.0,4.0,2.4,3.4,2.545,3.2284615384615383,4.3,4.0,0.93,7.002469230769231,3.998179903065452,1,0
Wall Art Keep Calm,1237,895,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.927,72.4,6.363615384615385,35.333,7.0,1.08,13.872704615384617,4.519886140274509,0,0
Dolly Mixture Children's Umbrella,270,1024,6.19,2.25,4.0,4.0,2.0,2.333,2.0,3.667,2.0,4.8,3.444,3.0,5.167,1.0,3.050846153846154,6.0,4.0,2.49,11.596606923076925,3.9287948067392735,0,0
Paperweight Save The Planet,338,637,6.19,6.2,12.5,0.0,4.667,6.0,6.0,0.0,3.5,6.0,4.25,43.6,2.429,4.8,7.688153846153846,4.182,8.0,1.86,22.299966153846157,3.5886772207808924,0,0
Magic Drawing Slate Bake A Cake,1787,391,6.19,9.35,8.25,1.0,14.857,126.0,2.0,30.556,65.0,2.5,38.333,6.4,4.0,3.667,23.99330769230769,6.923,24.0,1.89,69.34735153846154,3.5284378994157377,0,0
"Letter ""I"" Bling Key Ring",38,1025,6.19,1.0,1.0,0.0,3.0,0.0,0.0,1.0,12.0,1.0,2.0,1.0,0.0,6.5,2.1923076923076925,1.444,3.0,2.64,8.787692307692307,4.312948032442034,0,0
Set Of 12 Vintage Postcard Set,2182,551,6.19,16.1,5.0,4.333,3.889,9.714,13.222,16.214,20.538,17.1,21.5,26.5,12.5,7.0,13.354615384615386,11.154,14.0,2.79,51.25937692307693,3.310551250760452,1,0
Pink Paisley Square Tissue Box,1373,1089,6.19,2.2,0.0,1.0,1.0,2.5,1.0,2.5,5.824,8.6,30.81,4.5,5.562,56.0,9.345846153846152,10.583,10.0,0.63,15.887883076923076,3.8715170285894662,0,0
Potting Shed Seed Envelopes,597,25,6.19,2.0,6.333,4.0,8.333,11.5,11.111,4.125,1.5,8.2,4.857,2.5,2.917,1.667,5.311000000000001,10.308,6.0,1.98,16.51578,4.950446570887374,0,0
First Aid Tin,1161,8,6.19,5.0,7.7,3.0,11.929,13.545,8.812,5.364,9.8,3.25,6.952,8.545,3.111,3.25,6.942923076923076,13.077,7.0,2.73,25.95418,2.8986769210943546,0,1
Painted Metal Pears Assorted,4709,42,6.19,9.24,9.412,14.619,19.8,16.808,11.61,12.346,12.629,8.682,12.571,14.049,9.862,10.125,12.44253846153846,29.385,13.0,0.42,18.22586615384615,4.156332980259728,0,0
Childs Garden Fork Blue,933,3,6.19,3.75,22.0,6.294,4.474,5.704,6.48,4.818,5.667,9.0,2.5,9.2,3.0,1.0,6.452846153846154,10.308,7.0,2.91,25.777782307692306,2.411010587202996,0,1
Eau De Nile Jewelled T-Light Holder,79,111,6.19,7.0,6.5,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,15.0,10.0,2.0,3.8846153846153846,1.375,4.0,0.06,4.233076923076923,4.427929670009953,0,0
Red Love Heart Shape Cup,1038,229,6.19,2.812,10.16,4.417,11.167,4.833,4.444,9.75,4.571,1.9,1.333,16.2,7.65,4.2,6.418230769230769,11.923,7.0,1.23,14.894423846153844,3.2211907892009397,0,0
Swallow Square Tissue Box,1610,48,6.19,2.625,4.75,1.5,9.25,1.0,1.0,1.2,13.091,10.227,6.588,22.391,3.682,37.167,8.80546153846154,12.769,9.0,1.38,21.151536923076925,5.0,0,0
Basket Of Toadstools,1430,173,6.19,4.286,11.111,13.714,6.143,46.333,1.5,4.5,25.15,4.556,1.333,4.143,14.308,4.0,10.852076923076924,10.154,11.0,0.99,21.743556153846157,2.7230526903546517,0,0
Assorted Shapes Photo Clip Silver,497,14,6.19,0.0,12.0,0.0,146.5,0.0,5.0,2.0,0.0,12.0,0.0,1.0,15.364,2.0,15.06646153846154,2.5,16.0,1.53,39.05168615384616,4.642079036801008,0,0
Magnets Pack Of 4 Vintage Collage,1729,20,7.24,4.667,36.0,10.4,5.769,16.667,7.556,4.667,16.167,13.4,10.471,12.75,8.448,6.556,11.809076923076926,12.154,12.0,2.13,37.153333846153856,5.0,0,1
12 Red Rose Peg Place Settings,457,172,7.24,1.545,3.6,5.1,4.0,8.714,2.5,6.167,1.6,3.0,7.077,1.889,3.929,2.0,3.932384615384616,8.923,4.0,0.54,6.123487692307693,3.169310598579532,0,0
Retro Pill Box Key Chain The King,235,23,7.24,0.0,0.0,0.0,20.0,0.0,100.0,5.0,13.0,0.0,7.5,20.0,1.0,1.0,12.884615384615383,1.75,13.0,1.14,27.68846153846153,3.3381150710050607,0,0
Assorted Tutti Frutti Notebook,249,975,7.24,3.444,0.0,1.5,3.25,0.0,12.0,0.0,10.0,4.667,20.667,3.333,5.9,1.5,5.097,4.1,6.0,2.04,16.39788,3.255804355623402,0,0
Assorted Tutti Frutti Fob Notebook,662,807,7.24,2.429,13.25,5.333,16.4,6.5,6.5,10.4,0.0,7.0,1.5,17.8,5.762,6.0,7.6056923076923075,7.083,8.0,2.97,30.58890615384615,3.714137311595696,0,0
Cupcake Lace Paper Set 6,2367,50,7.24,5.357,15.6,9.105,15.25,9.174,16.792,11.615,13.0,12.714,20.571,10.75,17.083,1.0,12.154692307692308,14.769,13.0,0.27,16.281766923076923,4.717421799189466,0,0
Tv Dinner Tray Dolly Girl,323,20,7.24,3.048,3.231,2.833,3.333,2.0,2.0,2.75,1.0,1.4,1.0,1.6,2.909,4.5,2.431076923076923,8.615,3.0,0.3,3.7293230769230767,3.632495066112877,0,0
Party Pizza Dish Red Retrospot,1977,124,7.24,39.0,15.647,18.0,13.5,28.8,16.0,13.143,20.2,7.25,16.0,72.0,11.2,31.25,23.23,7.385,24.0,2.04,71.3892,3.079041774793643,0,0
Dairy Maid Toastrack,777,488,6.19,1.0,3.0,5.0,5.667,14.333,4.143,12.364,8.895,3.714,11.455,5.667,5.857,1.0,6.315,8.692,7.0,2.1,20.2615,2.18124629341671,1,0
Silver Fabric Mirror,458,731,6.19,13.667,2.125,0.0,3.0,0.0,1.0,3.0,12.25,3.5,10.5,5.4,19.929,1.75,5.8554615384615385,4.182,6.0,2.13,18.47213307692308,5.0,0,0
Set Of 4 Napkin Charms Crowns,300,263,6.19,9.111,6.083,6.0,6.0,2.667,4.0,0.0,1.0,0.0,3.333,4.0,2.857,9.0,4.157769230769231,4.818,5.0,2.7,16.22597692307692,5.0,0,0
Glitter Christmas Star,2473,14,6.19,8.0,1.0,0.0,0.0,0.0,0.0,0.0,8.714,6.0,25.222,15.188,26.107,7.875,7.546615384615384,16.875,8.0,1.02,15.697547692307692,4.760237039488457,0,1
Vintage Billboard Love/Hate Mug,1638,595,6.19,12.815,8.889,3.333,3.583,4.0,3.083,1.889,3.2,2.235,5.429,6.8,22.448,2.0,6.131076923076924,15.538,7.0,0.3,8.839323076923078,3.3896163055750157,0,0
Christmas Tree Hanging Silver,815,47,6.19,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.8,13.688,11.636,6.486,5.182,4.137846153846153,13.143,5.0,0.96,8.972332307692307,4.947702115131647,0,0
Christmas Tree Hanging Gold,811,35,6.19,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,17.312,8.583,8.964,6.625,5.037230769230769,13.167,6.0,0.48,8.417870769230769,5.0,1,0
Set Of 4 Santa Place Settings,1202,437,6.19,0.0,0.0,0.0,0.0,0.0,0.0,25.333,12.333,12.571,15.538,9.5,9.095,6.0,6.951538461538461,16.0,7.0,2.1,21.598230769230767,3.9457518685872666,0,0
Oval Mini Portrait Frame,324,855,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.529,6.519,5.286,1.4103076923076925,17.0,2.0,1.35,3.903915384615385,4.241368543998891,1,0
Antique Heart Shelf Unit,275,899,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.682,1.816,18.0,1.6536923076923078,26.667,2.0,0.54,2.8929938461538462,5.0,0,0
Doormat English Rose,2047,433,7.24,4.0,4.759,3.156,4.27,2.41,4.195,2.821,4.25,4.182,22.36,3.321,5.138,3.692,5.273384615384615,32.0,6.0,0.18,6.949209230769231,2.559538642943592,0,0
Wrap Paisley Park,3275,31,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.778,25.962,27.083,28.125,29.167,12.54730769230769,20.167,13.0,2.13,39.72576538461538,5.0,0,1
Wrap Red Vintage Doily,2480,61,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.182,45.0,25.0,30.952,25.0,35.0,14.164153846153848,14.167,15.0,0.63,23.923416923076925,3.890846188643487,0,0
Wrap Vintage Doily,7277,171,6.19,0.0,25.0,32.0,26.562,30.885,25.893,25.0,33.0,29.0,24.971,27.778,26.19,28.571,25.75769230769231,21.667,26.0,0.96,50.727384615384615,3.0874216979889497,0,0
Wrap Alphabet Design,8026,504,6.19,0.0,25.0,44.444,24.273,41.667,31.667,30.0,44.565,27.273,25.0,34.211,37.5,33.333,30.687153846153844,19.917,31.0,1.59,79.79257461538461,3.1696935267056614,1,0
Doormat Peace On Earth Blue,705,439,6.19,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667,106.0,1.333,1.333,1.0,9.217923076923077,4.571,10.0,2.4,32.123015384615385,3.335277865480912,0,0
Chambre Hook,132,42,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,4.25,2.0,4.2,1.742307692307692,6.25,2.0,1.35,4.352115384615384,2.989929279898797,1,0
T-Light Holder Sweetheart Hanging,860,12,6.19,4.375,5.552,6.417,9.214,7.0,5.667,4.692,5.909,14.667,6.0,4.6,2.0,4.25,6.180230769230769,11.077,7.0,2.82,24.428250769230768,5.0,0,1
Single Antique Rose Hook Ivory,1870,10,6.19,0.0,0.0,0.0,0.0,8.5,6.731,7.154,5.5,8.25,9.0,6.038,5.786,6.286,4.865,30.222,5.0,0.69,8.35685,4.691202938501001,1,0
Wire Egg Basket,114,339,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,2.786,1.6,0.5168461538461538,15.0,1.0,2.34,2.20942,5.0,0,0
White Jewelled Heart Decoration,2164,6,6.19,13.727,9.0,11.375,8.455,13.643,9.6,3.286,5.765,16.444,35.538,12.167,10.75,12.833,12.506384615384617,13.615,13.0,1.83,35.88668384615384,4.762368291616678,0,1
White Hearts Wire Plant Pot Holder,359,18,6.19,0.0,0.0,0.0,0.0,0.0,6.714,4.133,4.0,4.5,6.364,4.182,1.857,6.167,2.916692307692308,9.125,3.0,1.41,7.112536153846154,4.261227608470174,0,0
Zinc Sweetheart Wire Letter Rack,263,372,6.19,0.0,0.0,0.0,0.0,5.714,3.7,1.5,2.938,2.692,2.5,2.0,3.077,2.333,2.034923076923077,10.111,3.0,1.95,6.9681,4.274755323365632,0,0
Set Of 10 Led Dolly Lights,2221,918,6.19,0.0,0.0,0.0,0.0,0.0,5.574,4.296,5.1,2.976,16.4,4.569,4.279,6.375,3.813,49.125,4.0,2.82,14.75266,3.802487361090138,0,0
Three Mini Hanging Frames,179,177,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.051,2.0,0.6962307692307692,20.0,1.0,1.71,2.190554615384616,3.8842176235598296,0,0
Cream Wall Planter Heart Shaped,434,8,6.04,2.917,2.833,4.176,2.24,3.143,3.087,1.923,2.286,2.0,3.0,1.833,1.571,1.0,2.462230769230769,12.385,3.0,2.16,8.31841846153846,2.7918966261871088,0,1
Dolly Girl Childrens Cup,1635,39,7.24,0.0,0.0,0.0,0.0,0.0,0.0,19.214,5.941,13.594,11.448,5.867,4.122,2.417,4.815615384615384,28.571,5.0,2.07,14.968323846153844,5.0,1,0
Boudoir Square Tissue Box,1994,81,6.19,2.667,4.0,1.5,4.286,4.8,4.333,1.286,12.136,16.571,13.706,26.469,6.667,7.5,8.14776923076923,14.308,9.0,1.71,22.932685384615382,2.3867667139969546,0,0
