ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,QuantityPerYear,TransactionNo,RestockPoint,Rating,Bio
Ant White Wire Heart Spiral,339,1947,6.19,4.0,3.0,2.571,4.818,2.0,6.571,3.667,1.0,4.125,1.625,1.6,1.444,2.833,3.019538461538462,8.077,4.0,4.180480345692588,1
Single Wire Hook Pink Heart,415,574,7.24,0.0,0.0,0.0,0.0,7.0,8.0,2.333,10.0,55.4,1.333,2.25,9.5,8.0,7.985846153846154,3.333,15.0,4.124527771718376,1
Cupboard 3 Drawer Ma Campagne,171,1913,6.19,2.6,1.5,1.0,1.727,1.818,1.2,1.333,1.111,2.333,1.222,1.3,1.6,3.0,1.6726153846153846,9.154,2.0,3.335369925008676,1
Round White Confetti In Tube,108,1052,6.19,1.0,12.0,0.0,2.0,12.0,4.0,0.0,0.0,18.0,12.0,1.0,0.0,12.0,5.6923076923076925,1.556,9.0,4.428607382514826,0
White Heart Confetti In Tube,1029,1096,6.19,48.0,29.571,24.2,12.0,5.5,10.333,9.667,5.0,16.0,14.8,1.0,15.5,12.0,15.659307692307694,5.692,14.0,5.0,0
Dairy Maid Large Milk Jug,376,1858,6.19,1.7,1.667,2.111,2.048,2.231,2.8,2.467,2.238,4.125,2.125,2.333,1.786,2.25,2.2985384615384614,13.077,3.0,3.0053743660389176,0
Christmas Hanging Snowflake,490,1176,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.167,7.429,11.179,9.143,2.916769230769231,12.0,11.0,4.080426112466469,0
Red Drawer Knob Acrylic Edwardian,2278,1944,7.24,21.632,10.889,19.167,22.0,10.364,9.667,33.111,7.0,9.0,14.1,13.625,9.947,12.0,14.807846153846155,11.231,15.0,5.0,1
Drawer Knob Vintage Glass Star,557,1580,7.24,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.444,6.273,6.3,7.263,4.846,6.0,5.625076923076922,9.571,9.0,5.0,0
Set 3 Wicker Storage Baskets,241,1080,7.24,6.182,3.9,20.0,1.0,1.25,1.0,1.625,1.8,1.0,1.0,1.0,1.143,2.5,3.338461538461538,5.692,3.0,4.067625750866159,0
Wrap Keep Calm Birthday,1175,1093,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.654,25.0,4.511846153846154,19.0,31.0,4.293264298980937,0
Gaolers Keys Decorative Garden,938,923,7.24,6.167,4.167,3.8,3.773,3.5,3.692,5.278,3.077,4.529,5.115,3.88,3.88,9.333,4.630076923076924,16.846,5.0,5.0,0
Wrap English Rose,7226,931,7.24,25.0,25.056,25.0,26.25,26.923,25.0,42.593,27.778,27.174,25.0,29.167,37.5,25.0,28.26469230769231,19.231,30.0,4.871049991829038,1
Vintage Glass T-Light Holder,2238,905,6.19,0.0,0.0,0.0,0.0,0.0,22.889,16.5,13.714,16.833,35.0,10.419,9.929,20.316,11.2,19.25,15.0,4.085820271926963,0
Ice Cream Pen Lip Gloss,6831,1332,6.19,0.0,0.0,0.0,34.615,31.065,25.258,23.75,30.538,30.091,21.879,29.692,23.542,6.6,19.771538461538462,25.9,27.0,3.981289607047792,0
Magnets Pack Of 4 Vintage Labels,1329,133,6.04,7.818,12.519,1.2,4.9,1.333,3.4,5.0,21.714,16.556,17.286,6.933,7.312,8.333,8.792615384615384,9.846,11.0,3.6760311640231977,0
Wicker Wreath Large,731,62,6.04,3.107,12.2,4.0,2.75,8.333,3.0,1.333,1.0,12.2,6.783,6.619,2.938,1.889,5.088615384615385,12.154,5.0,3.9237315879237022,0
Mint Diner Wall Clock,375,47,6.04,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.96,1.833,3.268,2.118,1.9,2.0,1.1214615384615385,23.714,3.0,5.0,0
Faux Fur Chocolate Throw,88,452,6.19,1.333,2.0,3.5,1.333,0.0,1.0,2.0,2.0,2.0,1.0,1.25,1.429,3.333,1.7059999999999997,4.167,2.0,2.378716656570658,0
Floor Cushion Elephant Carnival,69,746,6.19,1.167,1.25,1.0,1.0,1.0,1.5,1.833,0.0,1.5,2.0,4.833,1.25,1.0,1.487153846153846,3.0,3.0,4.559423557657786,1
Blue Paisley Sketchbook,123,1997,6.04,1.714,2.0,2.0,1.0,2.667,2.0,4.0,2.429,1.0,2.0,1.714,1.667,1.0,1.9377692307692307,5.077,2.0,3.48837186708105,0
Retrospot Small Tube Matches,1066,1044,6.04,7.381,3.667,10.0,8.5,6.2,13.0,20.0,8.6,17.778,4.875,4.3,4.179,4.889,8.720692307692307,12.308,7.0,5.0,0
Ribbon Reel Hearts Design,1911,363,7.24,3.111,8.058,4.125,5.036,5.688,4.524,5.667,6.773,5.647,4.136,7.289,5.054,6.364,5.4978461538461545,25.692,6.0,2.384941827500242,1
Blue Paisley Pocket Book,307,1853,6.19,2.75,0.0,9.0,1.667,4.25,9.0,5.25,0.0,12.0,4.667,3.444,4.579,12.0,5.277461538461538,5.727,6.0,2.5862268998855447,0
Photo Frame Linen And Lace Small,310,1922,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,4.846,4.8,4.75,1.5566153846153847,15.5,6.0,5.0,1
Set/6 Collage Paper Plates,2421,884,7.24,2.0,6.75,3.2,6.417,15.5,24.516,10.946,8.081,9.0,9.647,6.929,4.778,5.2,8.689538461538463,17.154,12.0,3.429029183294792,0
Set/6 Collage Paper Cups,2610,1878,7.24,0.0,9.0,3.375,6.667,21.565,26.5,13.818,7.759,9.889,17.933,8.3,7.667,11.333,11.062,15.417,15.0,4.436902249683432,0
Retrospot Party Bag + Sticker Set,4494,460,7.24,7.75,14.667,30.5,13.733,15.421,11.211,14.154,9.296,14.6,14.306,10.583,11.111,10.6,13.687076923076923,25.692,15.0,3.431010378341342,0
Ass Floral Print Spirit Level,101,1575,6.39,1.0,1.5,1.0,1.0,1.0,1.0,1.667,1.25,1.0,1.8,5.375,3.833,1.0,1.7249999999999999,3.154,3.0,4.104425383950294,0
Daisies Honeycomb Garland,499,613,7.24,1.5,4.8,1.0,9.375,10.111,7.0,4.333,3.762,9.25,7.571,6.0,4.667,5.0,5.720692307692308,6.538,6.0,3.934524619731244,0
Animal Stickers,1773,1412,6.19,23.5,47.75,32.0,49.0,65.0,32.0,27.0,47.25,38.4,24.0,29.75,35.9,25.0,36.6576923076923,3.615,40.0,4.900697643304605,0
Letter Shape Pencil Sharpener,3333,452,6.19,10.0,0.0,3.667,17.5,53.6,5.0,287.667,80.6,0.0,55.333,39.0,39.4,36.667,48.34107692307692,4.091,78.0,4.042213428187737,0
Pink Pillar Candle Silver Flock,81,852,6.19,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.143,7.375,1.2706153846153847,3.167,5.0,4.440606109878008,0
12 Coloured Party Balloons,2155,7,6.19,7.75,13.333,13.333,18.417,12.833,19.0,10.476,13.357,10.333,12.214,10.941,13.2,8.8,12.614384615384616,13.077,14.0,4.263600043847313,0
Dinosaur Party Bag + Sticker Set,707,1321,6.19,6.0,5.091,10.455,11.0,6.714,5.25,5.0,3.333,6.625,4.4,6.556,5.7,8.0,6.4710769230769225,7.846,7.0,2.1942136628800157,0
Ribbon Reel Stripes Design,2713,1275,6.19,5.339,5.2,8.611,5.0,6.75,12.381,7.231,5.76,6.519,8.622,5.255,5.101,7.125,6.838,33.0,7.0,4.744633234766466,0
Doormat I Love London,364,1634,6.19,1.385,1.375,1.769,1.4,3.125,3.333,1.833,2.0,3.4,20.833,1.778,5.5,4.0,3.979307692307692,7.846,4.0,5.0,0
Green Drawer Knob Acrylic Edwardian,2087,1867,6.04,18.5,9.941,9.0,10.85,12.105,7.833,9.933,9.846,7.4,11.188,9.857,8.923,10.5,10.452000000000002,15.077,10.0,4.159525106766194,0
Classic Metal Birdcage Plant Holder,982,969,6.19,2.278,6.053,3.682,4.485,3.448,2.438,3.154,4.875,3.167,2.5,2.133,3.222,2.143,3.3521538461538465,23.154,4.0,4.98131550570919,0
Vintage Jingle Bells Heart,228,1024,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.526,2.558,3.222,0.7158461538461538,26.667,3.0,5.0,0
Asstd Design 3d Paper Stickers,13705,1465,6.19,38.727,68.571,33.0,60.0,1.0,0.0,2.0,2.0,36.0,0.0,2.75,2510.2,46.0,215.40369230769227,3.455,495.0,5.0,0
Easter Decoration Hanging Bunny,1888,129,6.19,0.0,4.9,8.0,10.409,6.0,7.5,21.143,35.667,64.0,24.0,112.143,12.455,12.667,24.529538461538458,8.333,19.0,3.058670324592766,1
Pens Assorted Funny Face,9608,696,6.19,53.231,33.462,32.4,18.5,60.0,106.333,48.16,26.268,36.067,44.227,60.0,40.439,50.4,46.88361538461538,16.769,44.0,5.0,0
Set Of 4 Carousel Placemats,91,1181,6.19,12.5,1.667,12.5,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.5,0.0,7.0,3.166692307692308,2.556,4.0,4.145450580813672,0
Pink Candystuft Artificial Flower,137,1259,6.04,1.0,6.0,12.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,24.0,4.076923076923077,1.571,14.0,3.937021043256796,0
Mini Painted Garden Decoration,2476,553,6.04,73.0,48.0,27.0,6.8,29.5,144.0,44.722,24.0,17.667,22.625,20.667,10.286,24.0,37.866692307692304,6.308,28.0,4.117213835505227,0
Set Of 4 Jam Jar Magnets,2732,1787,6.02,0.0,0.0,0.0,20.769,10.167,10.065,13.45,7.967,8.455,13.182,8.913,11.047,12.154,8.936076923076921,25.2,12.0,4.333348660139936,1
Heart Beaded Trellis Decoration,249,806,6.02,0.0,0.0,0.0,0.0,2.0,6.0,4.2,2.5,9.0,10.6,6.25,4.1,5.5,3.8576923076923078,4.889,6.0,3.9065814766208753,0
Pink Oval Shape Trinket Box,20,885,6.19,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.5,1.0,1.0384615384615385,1.444,2.0,4.728126257080062,0
Pink Jewelled Photo Frame,92,1943,6.19,2.0,0.0,2.333,1.333,2.0,12.0,2.25,1.25,2.5,3.0,2.5,2.2,2.5,2.758923076923077,3.25,3.0,3.8941620264220345,0
Easter Tree Yellow Birds,132,67,6.19,1.0,3.0,2.375,2.042,1.615,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0793846153846154,8.0,3.0,5.0,1
12 Hanging Eggs Hand Painted,42,1207,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571,3.333,0.608,5.0,5.0,4.760749929100704,0
Painted Yellow Wooden Daisy,612,652,7.24,1.0,6.889,10.5,6.613,4.471,2.583,3.1,2.714,2.0,1.0,10.0,1.5,3.0,4.259230769230769,9.308,6.0,4.65629204608614,0
Hanging Engraved Metal Heart,297,752,7.24,0.0,0.0,0.0,0.0,3.0,4.158,3.5,4.167,2.667,3.0,4.214,3.0,1.0,2.2081538461538464,9.444,4.0,2.9649158601168324,1
Hand Painted Hanging Easter Egg,22,977,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.9230769230769231,1.5,8.0,3.667068595158337,0
Box Of Vintage Jigsaw Blocks,940,1167,6.19,3.125,3.5,7.833,3.455,2.875,3.182,1.818,5.0,7.867,5.077,3.457,3.231,1.909,4.025307692307693,18.692,5.0,4.045796891305363,0
Multi Hearts Stickers,237,1145,6.19,3.444,10.111,11.0,4.333,10.0,0.0,4.167,1.0,1.0,2.0,1.4,11.0,6.5,5.0734615384615385,3.5,7.0,5.0,0
Magnets Pack Of 4 Home Sweet Home,1400,229,6.19,7.6,1.0,7.0,6.286,5.167,6.667,7.0,12.212,11.0,11.133,9.105,7.171,3.167,7.269846153846155,12.308,9.0,5.0,1
Set Of 9 Heart Shaped Balloons,2766,1293,6.19,8.842,12.75,10.76,19.5,2.625,9.52,6.345,7.32,19.933,13.0,5.824,7.471,20.429,11.101461538461537,21.154,11.0,2.783413854101014,0
Playing Cards Vintage Doily,714,559,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.095,6.486,5.0,2.3523846153846155,23.75,8.0,4.401280879115448,0
Green Glass Tassle Bag Charm,35,984,6.19,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.5,3.333,1.0,1.0,1.141,2.0,2.0,4.715235547460186,1
Turquoise Glass Tassle Bag Charm,57,1264,6.19,4.333,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,1.8717692307692306,2.0,3.0,3.497660405321123,0
Red Glass Tassle Bag Charm,40,256,6.19,2.5,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,9.0,1.0,1.8076923076923077,1.778,3.0,4.149777044032988,1
Vintage Red Enamel Trim Plate,854,736,6.19,0.0,0.0,0.0,0.0,0.0,0.0,16.071,8.333,8.4,9.583,14.455,8.889,3.5,5.325461538461538,12.714,11.0,3.416766819236562,0
Skulls Greeting Card,1915,1979,6.19,14.0,13.5,18.0,20.0,8.333,18.333,17.167,11.182,20.571,17.538,26.692,9.692,18.0,16.385230769230773,8.923,17.0,4.052756753471112,1
Big Doughnut Fridge Magnets,1726,78,6.19,8.167,5.467,10.48,6.75,9.533,9.3,8.0,8.842,16.5,6.0,13.5,1.0,7.0,8.503,15.462,9.0,4.09238798101509,0
Feltcraft Cushion Owl,3380,560,6.19,4.333,5.381,10.636,6.778,3.893,4.219,4.0,6.833,11.543,5.683,15.5,5.827,8.0,7.125076923076923,37.538,9.0,4.578817723677044,0
Skulls Stickers,1140,1784,6.19,5.5,14.091,5.125,8.364,4.2,8.333,8.188,14.4,3.111,12.222,11.462,7.381,4.857,8.24876923076923,10.615,9.0,1.7932698312632778,1
Chrysanthemum Pocket Book,64,1897,6.19,2.5,3.0,3.0,6.0,3.0,3.0,2.5,0.0,0.0,2.0,2.333,4.333,1.0,2.5127692307692304,1.818,4.0,5.0,1
Abstract Circles Pocket Book,162,9,6.19,6.5,3.0,4.5,3.333,2.4,3.0,3.5,9.0,3.0,3.667,3.0,4.111,2.333,3.949538461538461,3.462,4.0,2.182980714011317,1
Set/6 Pink Butterfly T-Lights,2098,832,6.19,19.52,3.4,25.133,6.5,12.364,8.267,11.25,8.857,13.923,18.583,5.429,2.885,4.125,10.787384615384614,14.769,10.0,3.7970586906127513,0
Nine Drawer Office Tidy,59,1410,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684,2.0,1.5,0.39876923076923076,11.333,2.0,3.361850814852497,0
Starfish Soap Dish,74,1067,6.19,1.0,2.0,6.0,4.0,1.0,1.0,1.333,0.0,3.5,1.0,3.5,0.0,5.0,2.2563846153846154,2.364,3.0,4.021817411526,1
Oyster Trinket Box,54,871,6.19,1.0,1.0,0.0,1.0,1.0,1.5,1.5,1.333,4.0,1.0,1.0,1.333,14.0,2.282,1.75,3.0,3.9256346229007018,0
I'm On Holiday Metal Sign,2373,1424,6.19,5.05,2.529,5.138,6.424,6.147,7.0,7.683,9.029,6.93,8.684,5.583,3.481,7.0,6.2059999999999995,28.615,7.0,3.3046665273524054,0
Ivory Wicker Heart Medium,2110,951,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.326,7.8,8.096,6.688,3.223846153846154,50.0,9.0,4.534109695333736,0
Beaded Crystal Heart Green Large,834,748,6.19,6.5,12.0,0.0,1.0,7.0,6.0,6.5,18.429,21.125,15.067,11.2,9.25,1.0,8.851615384615386,5.167,14.0,3.2853062293474653,0
Beaded Crystal Heart Pink Large,565,579,6.19,3.0,5.0,8.333,2.857,2.0,1.667,5.667,20.214,15.625,3.333,4.4,1.5,2.667,5.866384615384616,4.846,10.0,5.0,1
Beaded Crystal Heart Blue Large,483,1062,6.19,0.0,24.0,5.8,0.0,1.0,2.0,0.0,11.3,24.0,13.571,2.0,2.75,2.667,6.8529230769230765,4.8,11.0,3.6854071046603982,0
Jigsaw Rabbit And Birdhouse,597,786,6.04,5.0,2.667,4.091,7.812,1.9,1.0,9.889,3.407,8.333,8.6,10.444,1.9,7.167,5.554615384615384,8.692,6.0,4.935432458801813,0
Jigsaw Toadstools 3 Piece,690,1490,6.19,32.0,4.333,7.429,4.875,8.0,1.0,11.778,6.214,13.0,13.333,11.778,8.286,10.833,10.219923076923077,6.769,9.0,5.0,0
French Carriage Lantern,137,706,6.19,0.0,0.0,0.0,0.0,0.0,2.222,2.733,1.625,1.75,4.5,2.2,1.7,1.5,1.4023076923076923,7.875,3.0,4.586471968038831,0
Vintage Union Jack Cushion Cover,386,1055,6.19,4.0,2.7,3.5,3.926,5.071,4.0,3.643,1.8,4.0,3.5,2.0,2.333,2.0,3.267153846153846,8.615,4.0,5.0,0
Cushion Cover Pink Union Jack,123,1832,6.19,1.875,5.25,2.714,3.0,4.0,0.0,0.0,2.0,1.0,2.333,1.6,1.167,5.333,2.3286153846153845,4.273,3.0,2.887323536211759,1
Polyester Filler Pad 45x45cm,1221,390,6.19,6.429,4.2,8.6,9.909,9.667,11.615,18.455,4.0,34.0,14.526,6.517,7.316,44.333,13.812846153846152,11.077,13.0,5.0,0
Polyester Filler Pad 45x30cm,103,631,6.19,2.0,2.0,4.0,2.0,6.0,0.0,2.333,1.25,5.0,3.333,2.429,2.571,2.0,2.6858461538461538,3.167,3.0,5.0,0
Gold Ear Muff Headphones,38,334,6.19,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.429,1.0,1.109923076923077,2.417,2.0,5.0,0
Pearl Crystal Pumpkin T-Light Hldr,1474,1883,6.19,10.5,8.882,11.0,6.857,6.5,11.4,8.769,6.6,13.692,6.0,7.6,7.5,9.333,8.817923076923076,12.615,9.0,4.6077995948075285,1
Ceramic Cake Stand + Hanging Cakes,564,1248,6.19,2.793,6.067,3.444,2.25,2.421,4.667,1.692,3.2,6.636,1.333,5.692,2.333,1.4,3.3790769230769224,13.846,4.0,4.41791559565914,1
2 Picture Book Eggs Easter Chicks,171,65,6.19,0.0,7.0,9.667,6.583,2.333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,3.0448461538461538,3.714,7.0,2.389967591652014,0
Set 3 Song Bird Paper Eggs Assorted,1173,1143,6.19,0.0,15.318,9.27,7.077,4.444,5.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.085307692307692,20.429,9.0,4.526858430753791,0
Felt Toadstool Large,657,903,6.19,16.0,50.0,8.111,6.692,7.9,10.5,2.0,1.0,4.25,4.0,5.5,7.5,12.0,10.419461538461539,4.692,11.0,4.885006493774658,0
Felt Toadstool Small,629,233,6.19,12.9,9.6,11.167,6.636,7.273,4.667,1.667,1.667,3.714,10.667,8.667,10.0,12.0,7.740384615384617,5.923,8.0,3.162510352371375,0
Toadstool Bedside Light,253,1622,6.19,0.0,0.0,0.0,0.0,0.0,1.867,3.15,2.167,2.0,2.15,2.083,2.682,1.125,1.3249230769230769,14.5,3.0,3.873894434816284,1
Pantry Apple Corer,472,1408,6.19,0.0,0.0,0.0,2.611,5.182,16.0,5.4,2.375,4.25,3.4,1.778,2.048,2.0,3.4649230769230766,11.1,5.0,3.8400238767120807,0
Mirrored Wall Art Photo Frames,89,294,6.19,2.2,2.0,1.333,2.5,1.0,2.0,3.5,1.833,0.0,1.0,1.25,1.0,1.5,1.6243076923076922,3.917,2.0,4.09728584466006,0
Hanging Wood And Felt Flower,2055,653,6.19,1.667,8.0,3.2,2.636,4.917,1.714,100.833,6.0,14.222,27.182,50.0,25.5,8.0,19.52853846153846,8.231,20.0,2.803546522178046,0
Large Circular Mirror Mobile,7114,1977,6.19,1.5,5.143,18.45,51.6,47.789,37.375,16.962,33.5,47.87,33.692,8.4,28.625,4.667,25.813307692307685,17.769,33.0,4.039673107855045,0
Assorted Coloured Circle Mobile,539,590,6.19,5.0,2.0,432.0,2.0,0.0,7.0,24.0,0.0,24.0,0.0,5.0,2.667,1.333,38.84615384615385,1.6,36.0,4.651967627669928,0
Red Harmonica In Box,21937,1745,6.19,32.853,16.703,22.839,36.632,34.189,21.5,28.75,15.0,48.825,29.163,27.867,52.243,561.0,71.35107692307693,52.0,33.0,4.534516678742903,1
Vintage Union Jack Apron,411,1533,6.04,1.789,2.067,2.667,2.053,3.0,1.833,3.154,1.778,2.375,2.286,3.3,2.471,2.333,2.3927692307692308,13.385,3.0,4.680226153653449,0
Set Of 4 Napkin Charms Instrument,139,1576,6.04,6.333,2.286,8.5,1.0,0.0,2.0,2.5,8.0,1.0,2.0,4.5,1.571,3.0,3.2838461538461536,3.083,4.0,4.844211282009917,0
"Letter ""F"" Bling Key Ring",27,1116,6.19,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.5,1.2307692307692308,1.5,2.0,5.0,0
"Letter ""G"" Bling Key Ring",60,546,6.19,1.25,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.333,1.9986923076923075,2.308,3.0,4.237377912495112,0
Mirrored Wall Art Foxy,16,4,7.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,0.4230769230769231,3.0,2.0,4.464358898939697,0
Mirrored Wall Art Snowflakes,512,614,7.24,0.0,0.0,0.0,0.0,0.0,0.0,16.167,16.8,10.2,7.667,8.714,8.0,14.6,6.319076923076922,6.857,11.0,5.0,1
Glass Star Frosted T-Light Holder,518,1768,7.24,4.977,1.833,2.167,2.375,4.417,3.5,4.5,3.667,2.2,5.5,3.0,3.5,1.667,3.331,10.846,4.0,3.577753597218808,0
Children's Circus Parade Mug,1261,499,6.19,8.038,8.682,7.154,8.417,7.286,10.667,16.167,7.333,7.182,7.4,6.389,10.077,11.833,8.971153846153847,11.615,9.0,4.534197480881064,0
Blue Bunny Easter Egg Basket,157,759,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,144.0,11.576923076923077,1.5,53.0,2.441423233741074,1
Paint Your Own Eggs In Crate,164,1242,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333,72.5,6.064076923076923,2.5,33.0,4.958674907449914,0
Blue Climbing Hydranga Art Flower,38,1476,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,1.5384615384615385,1.5,13.0,4.740848110077385,0
Blue Delphinium Artificial Flower,99,581,6.19,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,24.0,3.0,0.0,0.0,24.0,5.769230769230769,1.2,17.0,3.397670440445407,0
Pink Bunny Easter Egg Basket,158,935,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667,0.0,144.0,11.435923076923077,2.0,40.0,4.410318240316632,0
Woodland Small Red Felt Heart,679,1800,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.375,8.923,14.4,4.284461538461539,17.333,14.0,3.990094273740766,0
Woodland Small Pink Felt Heart,286,1749,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.92,12.667,2.3015384615384615,10.333,10.0,3.5689155845225686,0
Snack Tray Happy Forest,117,295,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909,4.933,0.6801538461538461,13.0,5.0,4.043967983514234,0
Pink New Baroquecandlestick Candle,478,627,6.19,7.0,10.8,8.75,12.75,0.0,24.0,2.0,24.0,12.5,13.286,2.0,1.0,24.0,10.929692307692308,3.667,14.0,2.8053632983949406,0
Pink Goose Feather Tree 60cm,131,353,6.19,1.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,8.0,13.0,9.5,5.333,6.0,4.4486923076923075,2.111,8.0,4.500374723806755,0
Gold Fishing Gnome,68,1776,6.19,1.333,1.333,0.0,2.0,2.6,3.0,1.0,1.0,1.667,1.0,1.0,1.0,8.0,1.9179230769230768,3.0,2.0,4.068472746584991,0
Mock Lobster Fridge Magnet,296,40,6.19,1.125,1.5,0.0,4.667,2.0,0.0,1.5,16.0,7.25,10.0,10.6,6.222,9.667,5.425461538461539,4.091,8.0,5.0,1
White Wire Egg Holder,314,1516,6.19,7.562,14.5,1.0,3.75,2.455,3.25,2.0,4.25,2.111,5.167,1.25,2.5,1.5,3.9457692307692307,6.231,4.0,3.811454059029749,0
Glitter Heart Decoration,2740,1242,6.04,11.208,1.0,10.0,1.667,18.5,6.5,0.0,2.167,16.667,20.667,18.4,17.662,7.0,10.110615384615386,15.0,16.0,4.530140421243053,0
"Letter ""H"" Bling Key Ring",48,1335,6.19,1.143,1.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.667,6.5,1.4469230769230772,2.727,2.0,3.097873224830594,0
Lily Brooch Olive Colour,20,638,6.04,2.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.9615384615384616,1.667,2.0,3.847972847249282,1
Diamante Bow Brooch Red Colour,27,1817,6.04,2.833,0.0,2.0,0.0,0.0,1.5,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.8717692307692307,2.0,2.0,3.71355474602756,0
Lily Brooch Amethyst Colour,15,1298,6.04,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.143,2.0,2.2993305847152423,1
Vintage Enamel & Crystal Earrings,27,1441,6.04,1.0,1.5,0.0,1.0,1.0,0.0,3.333,1.0,0.0,1.0,1.0,1.0,2.0,1.0640769230769231,1.8,2.0,4.095667724176711,0
Coffee Mug Pink Paisley Design,693,1869,6.19,4.833,111.0,4.667,39.333,9.0,6.2,4.75,3.429,3.0,2.667,6.5,5.75,12.0,16.39453846153846,4.0,15.0,2.4182591132790368,0
Card Cat And Tree,1657,36,6.19,15.727,8.864,8.923,10.2,9.375,8.882,10.333,4.692,8.562,11.5,9.4,12.111,12.0,10.043769230769232,13.231,10.0,4.736196370245676,0
White Soap Rack With 2 Bottles,172,954,7.24,1.667,1.0,1.75,1.857,5.75,2.0,1.5,2.0,1.111,14.667,8.333,4.0,2.0,3.664230769230769,3.846,4.0,4.304731342110934,0
Stars Gift Tape,1653,1358,7.24,17.444,15.939,6.5,12.0,11.571,5.4,12.0,12.5,6.0,9.9,6.647,7.462,7.0,10.027923076923077,10.308,12.0,3.942216136139895,1
Red Retrospot Tape,1903,368,7.24,19.75,13.368,11.1,5.5,6.077,4.143,3.529,4.5,4.688,6.875,6.541,5.905,4.25,7.402,18.615,8.0,4.432174586754813,0
Set 20 Napkins Fairy Cakes Design,2749,699,6.19,4.037,6.409,7.185,11.08,9.156,5.577,10.531,5.269,7.773,6.435,10.438,5.675,2.857,7.109384615384615,27.923,8.0,4.424625560569617,0
Hand Open Shape Gold,199,497,6.19,12.5,11.0,6.0,2.0,2.5,5.2,6.0,0.0,2.0,0.0,8.25,3.444,6.75,5.049538461538462,3.0,6.0,3.2120696818072947,0
Set Of 3 Gold Flying Ducks,127,1943,6.19,4.0,0.0,1.75,1.0,3.0,26.0,1.0,0.0,4.0,6.0,3.5,5.0,8.333,4.891,2.0,6.0,3.11154491335825,0
Folding Umbrella Blackblue Polkadot,160,1027,6.19,1.5,2.2,2.5,3.75,4.0,0.0,2.143,2.0,2.8,2.333,1.4,1.688,4.0,2.3318461538461537,6.167,3.0,4.386352024674333,0
