ProductName,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019
Ivory Kitchen Scales,2.344,1.844,2.97,2.791,2.0,3.407,3.443,3.042,2.985,3.0,2.375,1.859,2.059
Ivory Knitted Mug Cosy,6.074,6.0,13.25,3.0,3.0,0.0,1.0,5.714,1.0,4.571,3.0,11.143,2.333
Ivory Love Bird Candle,11.875,14.92,7.5,8.5,7.0,1.0,7.5,6.167,3.375,9.8,2.2,5.143,1.667
Ivory Paper Cup Cake Cases,13.75,4.0,8.727,11.267,3.357,4.625,10.6,9.111,11.818,8.6,16.125,4.125,1.0
Ivory Pendant Triple Shell Necklace,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
Ivory Pillar Candle Gold Flock,2.1,1.25,1.5,14.0,2.0,0.0,18.0,2.0,12.0,8.0,4.667,5.333,0.0
Ivory Pillar Candle Silver Flock,3.294,3.2,1.0,2.0,3.0,6.5,18.0,1.0,5.667,5.5,4.4,2.882,17.333
Ivory Refectory Clock,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.316,2.773,4.333,1.923,2.867,1.6
Ivory Retro Kitchen Wall Clock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.389,2.25
Ivory Sculpted Rnd Candle,9.0,0.0,3.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
Ivory Shell Heart Earrings,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Ivory Shell Heart Necklace,4.0,1.0,1.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Ivory String Curtain With Pole,1.0,0.0,3.0,0.0,0.0,2.0,2.0,4.333,17.6,7.0,2.25,1.4,0.0
Ivory Sweetheart Soap Dish,0.0,0.0,0.0,0.0,2.5,3.0,3.0,1.714,4.167,3.75,1.667,3.714,5.0
Ivory Sweetheart Wire Letter Rack,0.0,0.0,0.0,0.0,3.9,4.094,2.95,2.4,2.964,6.353,2.36,3.182,1.5
Ivory Wicker Heart Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.771,9.704,6.333,5.775,7.174
Ivory Wicker Heart Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.326,7.8,8.096,6.688
Ivory Wicker Heart Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.909,30.037,13.385,11.86,5.444
Ivory Wire Kitchen Organiser,0.0,0.0,0.0,0.0,1.0,6.167,2.143,2.25,1.286,1.25,2.5,1.0,0.0
Ivory Wire Sweetheart Letter Tray,0.0,0.0,0.0,0.0,3.571,2.714,3.0,2.5,2.75,2.75,2.4,1.167,5.5
Ivy Heart Wreath,2.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0
Jade Crystal+Glass Bracelet,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jade Drop Earrings W Filigree,1.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,2.0,3.0,2.333,1.5,1.5
Jade Green Enamel Hair Comb,1.571,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jam Clock Magnet,0.0,0.0,0.0,8.188,4.0,3.8,1.333,3.889,4.667,4.111,3.2,3.2,3.167
Jam Jar With Green Lid,10.913,12.962,15.862,16.414,8.156,14.842,6.6,8.75,6.35,9.75,10.346,5.833,4.4
Jam Jar With Pink Lid,11.8,11.268,20.355,15.103,7.135,11.95,7.125,8.476,6.583,7.826,9.967,9.324,5.556
Jam Making Set Printed,11.78,15.323,11.545,15.954,5.676,16.4,9.388,13.315,17.048,13.638,16.815,14.318,27.459
Jam Making Set With Jars,5.469,6.615,7.305,7.558,5.796,6.412,5.765,12.855,7.91,8.037,6.661,8.802,6.39
Jardin Etched Glass Cheese Dish,1.0,1.625,1.667,2.0,5.208,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jardin Etched Glass Fruitbowl,2.0,4.667,1.0,1.286,3.286,3.059,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jardin Etched Glass Large Bell Jar,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jardin Etched Glass Small Bell Jar,12.0,4.0,1.0,2.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasmine Votive Candle,30.0,40.0,24.0,0.0,2.0,0.0,0.0,0.0,24.0,24.0,0.0,24.0,0.0
Jazz Hearts Address Book,4.125,4.429,7.333,7.25,4.0,16.25,20.517,9.485,23.812,14.889,20.308,14.031,14.308
Jazz Hearts Purse Notebook,5.8,5.0,4.4,5.1,8.333,18.8,29.304,10.641,29.45,15.914,11.308,16.338,11.444
Jet Black Las Vegas Bracelet Round,1.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jet Black Las Vegas Necklace 45cm,1.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Jigsaw Rabbit And Birdhouse,5.0,2.667,4.091,7.812,1.9,1.0,9.889,3.407,8.333,8.6,10.444,1.9,7.167
Jigsaw Toadstools 3 Piece,32.0,4.333,7.429,4.875,8.0,1.0,11.778,6.214,13.0,13.333,11.778,8.286,10.833
Jigsaw Tree With Birdhouse,8.667,3.667,10.538,8.308,7.3,6.5,8.833,4.758,12.6,4.5,6.385,3.524,5.8
Jigsaw Tree With Watering Can,12.333,4.0,4.583,3.462,3.333,5.0,22.667,9.08,1.25,2.667,40.111,4.5,2.0
Jingle Bell Heart Antique Gold,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.75,7.0,10.25,8.435,5.244,3.9
Jingle Bell Heart Antique Silver,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.375,113.625,10.703,10.961,16.479,10.688
Jingle Bell Heart Decoration,0.0,0.0,0.0,0.0,0.0,20.13,11.605,8.464,10.143,12.583,12.057,8.278,8.222
Jingle Bells Tree Decoration,1.5,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.75,3.13,3.043,2.333
Joy Large Wood Letters,1.0,1.0,1.0,1.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Joy Wooden Block Letters,1.688,2.667,0.0,2.0,1.0,2.0,0.0,1.5,1.0,3.444,1.786,1.778,4.789
Jumbo Bag 50'S Christmas,0.0,0.0,0.0,0.0,0.0,0.0,2.909,11.775,10.811,13.423,15.981,15.12,14.6
Jumbo Bag Alphabet,0.0,0.0,0.0,0.0,14.443,15.241,13.628,10.933,23.118,12.904,15.434,14.152,16.025
Jumbo Bag Apples,0.0,0.0,0.0,0.0,21.059,15.161,14.815,9.63,26.073,11.398,19.717,13.135,7.424
Jumbo Bag Baroque Black White,16.123,14.839,11.843,19.663,11.258,12.15,14.716,13.19,14.521,17.0,18.116,15.519,7.853
Jumbo Bag Charlie And Lola Toys,4.1,9.459,2.714,5.585,2.5,6.48,8.0,6.821,8.72,1.0,0.0,0.0,0.0
Jumbo Bag Dolly Girl Design,4.333,7.722,11.28,15.4,4.6,7.243,4.974,7.608,11.109,7.263,4.083,5.389,5.0
Jumbo Bag Owls,9.9,14.154,11.5,20.073,0.0,0.0,25.4,16.419,21.475,18.696,27.026,12.564,16.516
Jumbo Bag Paisley Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.704,13.157,13.635
Jumbo Bag Pears,0.0,0.0,0.0,0.0,0.0,15.928,11.864,10.935,16.753,11.312,10.642,7.568,5.81
Jumbo Bag Pink Polkadot,8.552,15.091,15.397,26.252,7.432,12.008,16.672,12.849,20.366,21.688,32.822,13.672,20.864
Jumbo Bag Pink Vintage Paisley,13.071,15.211,12.83,24.318,8.217,13.893,10.874,11.642,13.481,9.341,11.694,8.548,8.864
Jumbo Bag Red Retrospot,17.424,23.402,24.656,30.362,19.839,18.782,19.828,16.839,30.786,19.89,29.66,23.759,19.31
Jumbo Bag Scandinavian Blue Paisley,16.733,11.123,14.42,19.238,9.099,10.978,20.128,8.418,16.47,13.654,10.97,9.424,15.895
Jumbo Bag Spaceboy Design,7.0,15.951,10.044,24.897,12.108,10.415,9.688,8.943,17.413,13.649,8.103,9.747,16.0
Jumbo Bag Strawberry,9.5,22.092,19.302,33.043,15.657,16.574,21.859,15.342,25.126,17.877,29.87,12.438,16.053
Jumbo Bag Toys,11.346,11.958,13.405,20.036,6.969,7.338,4.821,3.82,6.73,10.023,8.061,9.31,1.0
Jumbo Bag Vintage Christmas,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.812,13.211,14.44,10.939,12.811,15.959
Jumbo Bag Vintage Doily,0.0,0.0,0.0,0.0,0.0,15.233,13.02,14.305,25.341,13.885,17.541,17.53,14.5
Jumbo Bag Vintage Leaf,0.0,0.0,0.0,0.0,0.0,16.421,12.301,10.758,17.299,10.304,10.556,11.079,13.077
Jumbo Bag Woodland Animals,10.629,8.719,7.698,17.818,7.161,10.364,9.376,8.088,14.809,15.737,17.709,8.697,5.778
Jumbo Shopper Vintage Red Paisley,9.895,8.983,9.086,11.213,7.613,11.913,8.638,7.33,13.574,15.75,9.899,11.432,12.425
Jumbo Storage Bag Skulls,10.977,7.149,11.459,13.614,3.775,6.833,9.699,7.159,9.407,14.762,5.2,6.621,10.276
Jumbo Storage Bag Suki,8.357,14.129,14.053,14.427,7.571,9.532,8.78,9.118,17.135,10.642,17.198,11.009,9.838
Jungle Popsicles Ice Lolly Moulds,1.778,8.333,3.167,6.625,8.526,8.371,6.92,3.844,2.222,6.5,4.833,2.8,9.333
Keep Out Boys Door Hanger,3.0,2.0,3.667,1.75,1.333,5.333,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Keep Out Girls Door Hanger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kensington Coffee Set,1.333,3.0,1.333,2.0,1.0,1.0,1.4,0.0,1.5,1.667,2.0,2.0,0.0
Key Cabinet Ma Campagne,1.364,2.308,1.8,1.846,2.0,2.286,1.857,2.0,1.714,1.5,2.111,2.0,1.857
Key Fob Back Door,5.435,6.846,10.0,6.739,9.52,7.231,4.857,7.038,5.111,6.704,3.533,2.766,4.333
Key Fob Front Door,7.167,10.143,12.25,6.444,10.538,38.222,4.727,5.824,8.938,8.611,4.136,4.026,4.875
Key Fob Shed,7.474,9.682,11.385,6.913,9.633,30.844,4.256,9.742,6.769,7.118,4.333,2.932,5.533
Key Ring Baseball Boot Assorted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.062,12.63,13.095
Key Ring Baseball Boot Union Jack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,10.04,18.654
Kids Rain Mac Blue,8.833,12.75,74.5,43.5,3.0,16.667,11.5,8.933,17.7,7.5,26.875,3.75,24.0
Kids Rain Mac Pink,10.125,16.667,3.0,7.75,5.0,12.5,14.9,7.769,14.091,9.188,13.429,3.214,12.5
Kings Choice Biscuit Tin,1.957,4.75,3.0,3.095,2.769,2.5,1.636,2.556,1.538,1.778,2.167,2.767,2.385
Kings Choice Giant Tube Matches,7.0,8.286,12.0,8.636,6.75,2.5,6.833,4.25,5.0,4.5,0.0,144.0,0.0
Kings Choice Mug,4.429,11.167,11.545,8.818,3.786,6.4,97.667,1.857,57.545,3.818,4.857,6.6,6.636
Kings Choice Tea Caddy,2.067,4.3,2.273,4.161,3.235,1.333,2.222,2.621,3.091,2.6,1.846,2.52,2.0
Kitchen Flower Pots Wall Plaque,1.0,2.0,1.333,1.545,1.273,1.4,1.312,1.375,1.2,1.8,0.0,0.0,0.0
Kitchen Metal Sign,5.412,5.091,7.8,3.833,9.611,4.905,4.045,10.783,7.867,6.259,6.542,2.075,27.273
Kittens Design Flannel,1.455,5.375,3.0,1.0,0.0,6.5,7.0,2.211,5.4,3.2,1.333,3.13,4.273
Kitty Pencil Erasers,4.833,13.556,4.75,12.625,19.6,19.7,3.5,19.25,9.0,11.875,7.833,8.387,4.6
Kneeling Mat Housework Design,0.0,0.0,0.0,0.0,0.0,6.16,4.262,6.758,5.12,5.778,4.25,4.882,19.174
Knickerbockerglory Magnet Assorted,0.0,0.0,0.0,26.833,12.394,20.69,18.571,15.0,9.357,12.0,16.154,12.571,6.0
Knitted Rabbit Doll,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Knitted Union Flag Hot Water Bottle,9.433,6.2,5.471,2.8,2.2,1.917,2.083,1.6,6.733,6.896,4.808,8.034,9.333
La Palmiera Tile Coaster,25.25,96.0,0.0,0.0,8.0,12.0,0.0,28.0,19.4,25.0,7.75,11.8,9.667
La Palmiera Tile Hook,1.0,4.0,5.0,0.0,2.0,1.0,1.0,3.556,0.0,0.0,0.0,0.0,0.0
La Palmiera Wall Thermometer,1.0,0.0,1.0,3.0,1.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Ladies & Gentlemen Metal Sign,9.887,7.119,9.171,9.5,7.538,10.5,0.0,0.0,1.0,12.364,4.382,6.827,4.148
Lads Only Tissue Box,11.857,11.5,1.0,6.0,6.5,15.2,1.0,14.222,8.25,9.062,10.81,8.891,17.333
Ladybird + Bee Raffia Food Cover,3.545,2.375,5.0,2.625,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Landmark Frame Baker Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.846,1.375,1.667
Landmark Frame Camden Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,1.814,17.5
Landmark Frame Covent Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.875,1.741,2.0
Landmark Frame London Bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.957,1.615,1.5
Landmark Frame Notting Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.429,1.81,2.0
Landmark Frame Oxford Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.966,1.538,2.0
Lantern Cream Gazebo,2.964,3.6,3.682,3.361,3.345,4.731,5.571,3.88,6.95,4.56,2.12,3.385,3.0
Large Antique White Photo Frame,0.0,0.0,0.0,0.0,0.0,3.1,2.348,2.667,2.8,9.217,1.846,2.542,4.4
Large Apothecary Measuring Jar,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.25,2.0,2.0,1.5,0.0
Large Black Diamante Hairslide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Large Blue Provencal Ceramic Ball,0.0,3.5,0.0,0.0,0.0,8.5,0.0,0.0,6.0,6.0,1.0,1.667,3.5
Large Bonne Jam Jar T-Light Holder,0.0,0.0,0.0,0.0,0.0,0.0,28.75,24.0,4.0,22.0,6.0,36.0,0.0
Large Cake Stand Hanging Hearts,3.333,4.5,1.5,6.25,7.0,5.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Large Cake Stand Hanging Strawbery,2.273,3.778,1.417,2.188,1.636,3.704,1.571,3.357,1.5,1.2,2.4,3.462,13.75
Large Cake Towel Chocolate Spots,7.421,10.529,48.0,3.0,1.0,7.25,2.0,1.0,2.0,1.167,5.0,6.3,9.385
Large Cake Towel Pink Spots,8.138,14.231,8.0,4.444,1.667,3.25,2.2,1.0,0.0,2.769,9.5,5.6,0.0
Large Camphor Wood Field Mushroom,2.0,2.0,1.0,1.0,1.5,1.5,1.75,1.5,1.5,1.333,1.0,1.0,1.667
Large Ceramic Top Storage Jar,0.0,0.0,0.0,0.0,0.0,15.359,9.667,12.423,13.795,8.59,8.093,7.34,12.353
Large Chinese Style Scissor,5.6,13.333,64.6,35.0,26.6,20.333,22.0,12.0,9.286,12.5,10.0,17.5,16.0
Large Circular Mirror Mobile,1.5,5.143,18.45,51.6,47.789,37.375,16.962,33.5,47.87,33.692,8.4,28.625,4.667
Large Crystal Diamante Hairslide,1.0,8.0,4.0,0.0,0.0,1.0,1.5,1.0,1.0,4.0,1.0,1.0,0.0
Large Deco Jewellery Stand,0.0,0.0,0.0,0.0,2.143,2.188,2.2,4.929,2.091,4.417,1.222,1.0,0.0
Large Hanging Ivory & Red Wood Bird,12.875,10.25,5.0,5.167,6.143,3.833,4.333,4.25,6.25,13.0,16.7,17.444,30.5
Large Heart Flowers Hook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Large Heart Measuring Spoons,5.545,4.655,4.054,6.958,5.036,8.133,1.941,5.0,4.1,3.9,8.903,5.25,3.538
Large Ivory Heart Wall Organiser,0.0,0.0,0.0,0.0,3.0,3.087,3.364,2.95,2.812,2.917,13.636,5.893,3.0
Large Medina Stamped Metal Bowl,4.0,2.0,2.75,4.0,2.5,4.0,3.6,4.0,2.0,1.6,5.2,2.286,1.0
Large Mint Diamante Hairslide,1.667,2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0,1.333,0.0
Large Parlour Picture Frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.765,2.429
Large Pink Glass Sundae Dish,15.778,12.107,8.0,5.333,12.286,13.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Large Popcorn Holder,12.139,7.682,3.833,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Large Purple Babushka Notebook,2.107,10.077,2.583,3.8,4.429,4.833,4.273,5.6,13.6,3.6,2.562,5.286,14.917
Large Red Babushka Notebook,2.185,12.0,13.375,2.0,7.8,5.4,5.833,4.778,13.571,6.0,2.308,3.385,10.824
Large Red Retrospot Windmill,3.75,3.0,24.25,8.6,36.364,15.172,7.429,6.412,3.0,1.5,1.0,3.0,0.0
Large Round Cutglass Candlestick,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Large Round Wicker Platter,1.75,1.25,3.0,1.0,1.2,1.667,1.333,1.333,1.5,3.143,1.538,3.091,2.0
Large Skull Windmill,3.0,0.0,0.0,3.0,3.75,4.333,7.75,1.5,3.5,0.0,1.5,1.0,0.0
Large Stripes Chocolate Gift Bag,9.5,42.0,16.0,2.4,1.75,11.333,3.333,13.0,7.0,17.667,16.0,5.5,1.0
Large Tahiti Beach Bag,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Large Tall Camphor Wood Toadstool,1.5,2.0,1.0,4.0,2.0,3.0,1.5,0.0,0.0,1.0,2.5,1.0,2.0
Large Tortilla Design Red Bowl,1.0,0.0,0.0,1.0,1.0,1.333,2.833,7.286,1.0,0.0,0.0,0.0,0.0
Large White Heart Of Wicker,0.0,0.0,0.0,0.0,0.0,0.0,4.347,4.051,6.051,6.359,5.755,5.368,2.852
Large White Honeycomb Paper Bell,5.852,1.5,27.0,12.2,4.0,4.0,5.0,6.333,3.0,5.0,4.667,4.593,6.286
Large White/Pink Rose Art Flower,11.0,18.25,9.75,10.0,20.0,28.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Large Yellow Babushka Notebook,2.4,10.5,2.2,1.333,6.0,12.0,4.429,2.4,8.286,2.0,1.545,3.944,7.292
Large Zinc Glass Candleholder,0.0,0.0,2.0,0.0,0.0,3.5,6.0,0.0,9.0,0.0,5.0,1.0,1.0
Large Zinc Heart Wall Organiser,0.0,0.0,0.0,0.0,4.0,17.615,52.375,44.222,1.667,1.0,0.0,0.0,0.0
Laser Cut Multi Strand Necklace,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laundry 15c Metal Sign,4.25,8.667,5.955,14.552,12.8,8.44,6.6,7.258,5.026,12.839,3.0,10.125,3.9
Laurel Heart Antique Gold,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.5,12.0,31.875,7.625,5.529,1.25
Laurel Heart Antique Silver,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.714,11.4,19.526,15.609,6.444,24.571
Laurel Star Antique Gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,11.545,6.2,7.526,2.0
Laurel Star Antique Silver,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.333,7.0,10.364,8.333,4.848,7.0
Lavender Incense 40 Cones In Tin,14.333,6.0,36.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,6.0,9.0,0.0
Lavender Incense In Tin,7.714,3.5,3.0,3.667,5.2,8.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavender Scent Cake Candle,24.0,24.0,0.0,24.0,96.0,24.0,0.0,24.0,24.0,84.0,24.0,32.0,0.0
Lavender Scented Fabric Heart,8.071,10.333,11.133,9.118,8.462,11.727,10.273,8.667,9.583,9.25,11.111,7.357,10.0
Lavender Toilette Bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,6.156,3.35,4.0
Lazer Cut Necklace W Pastel Beads,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,1.0,0.0
Le Grand Tray Chic Set,0.0,0.0,0.0,0.0,0.0,2.583,1.81,3.167,1.833,1.4,1.562,1.333,0.0
Le Jardin Botanique Cushion Cover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,3.296,3.108,2.75
Lets Go Shopping Cotton Tote Bag,2.125,2.0,4.0,6.167,3.4,0.0,4.0,2.278,4.833,2.0,4.0,2.25,4.333
"Letter ""A"" Bling Key Ring",2.2,2.0,1.0,3.0,1.0,1.667,1.833,3.167,1.0,1.5,1.25,3.2,8.333
"Letter ""B"" Bling Key Ring",1.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.5,1.0,0.0,0.0,12.0
"Letter ""C"" Bling Key Ring",2.0,2.0,1.0,1.0,0.0,1.0,1.333,4.6,1.0,1.0,1.0,6.0,5.4
"Letter ""D"" Bling Key Ring",1.0,1.2,1.75,1.0,1.0,1.0,1.0,2.25,1.0,1.0,1.0,6.0,12.0
"Letter ""E"" Bling Key Ring",1.571,2.5,1.0,1.0,0.0,0.0,1.4,2.25,1.0,1.333,1.0,6.0,8.333
"Letter ""F"" Bling Key Ring",1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.5
"Letter ""G"" Bling Key Ring",1.25,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.333
"Letter ""H"" Bling Key Ring",1.143,1.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.667,6.5
"Letter ""I"" Bling Key Ring",1.0,1.0,0.0,3.0,0.0,0.0,1.0,12.0,1.0,2.0,1.0,0.0,6.5
"Letter ""J"" Bling Key Ring",1.429,3.333,1.0,1.333,0.0,1.0,1.333,1.667,1.0,1.0,1.0,3.5,6.5
"Letter ""K"" Bling Key Ring",1.2,1.364,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,6.5
"Letter ""L"" Bling Key Ring",1.2,2.0,1.0,1.25,1.0,0.0,1.25,4.667,2.0,1.5,1.2,0.0,18.0
"Letter ""M"" Bling Key Ring",3.0,2.0,0.0,1.333,1.0,0.0,0.0,1.0,1.0,1.333,1.0,6.0,12.0
"Letter ""N"" Bling Key Ring",1.333,1.25,0.0,1.5,1.0,1.0,1.333,1.0,1.0,1.5,1.0,2.0,3.75
"Letter ""O"" Bling Key Ring",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5
"Letter ""P"" Bling Key Ring",1.333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.333
"Letter ""R"" Bling Key Ring",1.5,1.6,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.5
"Letter ""S"" Bling Key Ring",1.125,2.0,2.5,1.75,1.0,4.0,1.0,2.0,0.0,1.286,1.0,12.0,8.333
"Letter ""T"" Bling Key Ring",1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,12.0
"Letter ""U"" Bling Key Ring",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
"Letter ""V"" Bling Key Ring",1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0
"Letter ""W"" Bling Key Ring",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
"Letter ""Y"" Bling Key Ring",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0
"Letter ""Z"" Bling Key Ring",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,12.0
Letter Holder Home Sweet Home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.891,6.122,5.447,2.714
Letter Shape Pencil Sharpener,10.0,0.0,3.667,17.5,53.6,5.0,287.667,80.6,0.0,55.333,39.0,39.4,36.667
Light Decoration Battery Operated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Light Garland Butterfiles Pink,43.8,3.0,11.278,6.733,12.2,16.571,9.5,9.4,3.2,6.353,3.429,4.0,3.5
Light Pink Flock Glass Candleholder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,6.0,0.0,0.0,0.0
Light Topaz Teal/Aqua Col Necklace,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lighthouse Printed Metal Sign,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lilac Diamante Pen In Gift Box,1.667,5.0,1.0,1.333,1.0,1.0,2.333,2.75,1.0,1.667,1.667,1.0,1.0
Lilac Feathers Curtain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Lilac Gauze Butterfly Lampshade,0.0,0.0,8.0,1.0,0.0,0.0,5.5,0.0,0.0,2.0,0.0,0.0,0.0
Lilac Votive Candle,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Lily Brooch Amethyst Colour,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0
Lily Brooch Olive Colour,2.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,3.0,0.0,1.0,1.0,1.0
Lily Brooch White/Silver Colour,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipstick Pen Baby Pink,4.889,4.5,15.167,6.0,9.25,3.333,25.75,15.7,27.167,4.188,12.091,9.139,3.875
Lipstick Pen Fuschia,7.65,10.889,10.2,6.526,11.2,13.0,11.25,23.364,9.714,20.963,9.478,11.0,8.5
Lipstick Pen Red,12.182,8.5,9.0,8.938,53.111,13.438,7.0,10.682,18.188,6.143,13.107,9.319,9.095
Little Green Monster Soft Toy,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.5,0.0,1.2,0.0
Little Pink Monster Soft Toy,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.5,0.0,1.5,0.0
